scenario_id,ae,profile,profile_ru,curvature_radius_m,curvature_class,lateral_length_m,tubing_shoe_from_heel_m,shoe_fraction,q_std_m3_day,q_std_th_m3_day,p_heel_mpa,p_avg_lateral_mpa,p_toe_mpa,delta_p_wellbore_kpa,a_coeff,b_coeff,iterations,q_vertical_ref_m3_day,gain_vs_vertical_pct
685,0.1,ascending,восходящий,120.0,средний,400.0,0.0,0.0,59353.90143400168,59.35390143400168,7.5,7.487388970700266,7.474777941400532,-25.222058599467296,681517511681.1211,71381500589290.75,6,34749.58533414408,70.80463223738676
686,0.1,ascending,восходящий,120.0,средний,400.0,100.0,0.25,59359.17401286362,59.359174012863626,7.5,7.487031227096304,7.474062454192609,-25.937545807391814,681509564378.9152,71381672106361.12,6,34749.58533414408,70.81980530725576
687,0.1,ascending,восходящий,120.0,средний,400.0,200.0,0.5,59364.44813300981,59.364448133009816,7.5,7.486673362627568,7.473346725255136,-26.653274744863488,681501613713.1542,71381843702685.14,6,34749.58533414408,70.83498281252805
688,0.1,ascending,восходящий,120.0,средний,400.0,300.0,0.75,59369.72379523311,59.369723795233114,7.5,7.486315377226072,7.472630754452145,-27.369245547855375,681493659681.5798,71382015378320.3,6,34749.58533414408,70.85016475548528
689,0.1,ascending,восходящий,120.0,средний,400.0,400.0,1.0,59375.00100032707,59.375001000327075,7.5,7.485957270823776,7.471914541647552,-28.08545835244822,681485702281.931,71382187133324.05,6,34749.58533414408,70.86535113841104
690,0.1,ascending,восходящий,120.0,средний,500.0,0.0,0.0,68510.71288149999,68.51071288149998,7.5,7.485181689866541,7.470363379733081,-29.636620266918985,642749239886.505,53545248158783.55,6,34749.58533414408,97.1554832171855
691,0.1,ascending,восходящий,120.0,средний,500.0,100.0,0.2,68518.7053899995,68.5187053899995,7.5,7.484711809398308,7.469423618796616,-30.57638120338433,642739395108.2136,53545417166429.82,6,34749.58533414408,97.17848351610317
692,0.1,ascending,восходящий,120.0,средний,500.0,200.0,0.4,68526.70098587431,68.52670098587431,7.5,7.4842417196171604,7.468483439234321,-31.51656076567924,642729544834.9751,53545586277032.94,6,34749.58533414408,97.20149269966014
693,0.1,ascending,восходящий,120.0,средний,500.0,300.0,0.6,68534.69967122641,68.5346996712264,7.5,7.48377142036748,7.467542840734961,-32.45715926503972,642719689061.9154,53545755490691.38,6,34749.58533414408,97.2245107739053
694,0.1,ascending,восходящий,120.0,средний,500.0,400.0,0.8,68542.70144815964,68.54270144815965,7.5,7.483300911493486,7.466601822986972,-33.39817701302798,642709827784.1548,53545924807503.78,6,34749.58533414408,97.24753774489298
695,0.1,ascending,восходящий,120.0,средний,500.0,500.0,1.0,68550.70631877994,68.55070631877993,7.5,7.482830192839233,7.465660385678468,-34.339614321532856,642699960996.8077,53546094227568.92,6,34749.58533414408,97.27057361868347
696,0.1,ascending,восходящий,120.0,средний,600.0,0.0,0.0,76950.86891960118,76.95086891960118,7.5,7.483398461834138,7.4667969236682765,-33.20307633172332,613785223203.8987,42415872665691.62,6,34749.58533414408,121.4439918625192
697,0.1,ascending,восходящий,120.0,средний,600.0,100.0,0.16666666666666666,76962.06703237272,76.96206703237273,7.5,7.4828122266401165,7.465624453280233,-34.375546719767016,613773496613.7623,42416039672478.38,6,34749.58533414408,121.47621703201075
698,0.1,ascending,восходящий,120.0,средний,600.0,200.0,0.3333333333333333,76973.27056736153,76.97327056736152,7.5,7.482225664689129,7.464451329378258,-35.548670621741394,613761761832.1122,42416206806557.78,6,34749.58533414408,121.50845780519141
699,0.1,ascending,восходящий,120.0,средний,600.0,300.0,0.5,76984.47952920078,76.98447952920078,7.5,7.481638775676618,7.463277551353237,-36.72244864676375,613750018849.8452,42416374068082.375,6,34749.58533414408,121.54071419539424
700,0.1,ascending,восходящий,120.0,средний,600.0,400.0,0.6666666666666666,76995.69392252927,76.99569392252927,7.5,7.481051559297623,7.462103118595247,-37.89688140475245,613738267657.8434,42416541457204.94,6,34749.58533414408,121.57298621596848
701,0.1,ascending,восходящий,120.0,средний,600.0,500.0,0.8333333333333334,77006.91375199122,77.00691375199122,7.5,7.4804640152467865,7.460928030493571,-39.07196950642837,613726508246.9757,42416708974078.49,6,34749.58533414408,121.60527388027889
702,0.1,ascending,восходящий,120.0,средний,600.0,600.0,1.0,77018.13902223624,77.01813902223624,7.5,7.479876143218342,7.459752286436683,-40.24771356331614,613714740608.0977,42416876618856.33,6,34749.58533414408,121.63757720170585
703,0.1,ascending,восходящий,120.0,средний,700.0,0.0,0.0,84827.77837861139,84.82777837861138,7.5,7.482052515433415,7.464105030866832,-35.894969133168814,591031404554.2521,34877344219873.43,6,34749.58533414408,144.11162770124258
704,0.1,ascending,восходящий,120.0,средний,700.0,100.0,0.14285714285714285,84842.64050476311,84.84264050476311,7.5,7.481346607265748,7.4626932145314955,-37.30678546850449,591017813186.2675,34877509515982.94,6,34749.58533414408,144.1543969199507
705,0.1,ascending,восходящий,120.0,средний,700.0,200.0,0.2857142857142857,84857.51132960903,84.85751132960903,7.5,7.480640224219156,7.461280448438312,-38.719551561688014,591004210357.355,34877674964146.395,6,34749.58533414408,144.197191171171
706,0.1,ascending,восходящий,120.0,средний,700.0,300.0,0.42857142857142855,84872.39086214452,84.87239086214451,7.5,7.479933365758581,7.459866731517161,-40.133268482838815,590990596052.1228,34877840564583.88,6,34749.58533414408,144.24001048078986
707,0.1,ascending,восходящий,120.0,средний,700.0,400.0,0.5714285714285714,84887.27911137781,84.88727911137781,7.5,7.4792260313481105,7.45845206269622,-41.547937303779364,590976970255.1509,34878006317515.95,6,34749.58533414408,144.28285487473048
708,0.1,ascending,восходящий,120.0,средний,700.0,500.0,0.7142857142857143,84902.17608632986,84.90217608632986,7.5,7.47851822045098,7.457036440901962,-42.9635590980385,590963332950.9912,34878172223163.574,6,34749.58533414408,144.32572437895274
709,0.1,ascending,восходящий,120.0,средний,700.0,600.0,0.8571428571428571,84917.08179603463,84.91708179603464,7.5,7.477809932529572,7.455619865059145,-44.38013494085487,590949684124.1672,34878338281748.17,6,34749.58533414408,144.36861901945406
710,0.1,ascending,восходящий,120.0,средний,700.0,700.0,1.0,84931.98926805086,84.93198926805087,7.5,7.477101166510904,7.454202333021809,-45.797666978191145,590936030154.4475,34878504415674.46,7,34749.58533414408,144.41151873141575
711,0.1,ascending,восходящий,120.0,средний,800.0,0.0,0.0,92244.23302882953,92.24423302882954,7.5,7.4811543172617645,7.462308634523531,-37.6913654764691,572509065455.6215,29467303575702.074,6,34749.58533414408,165.45419791870907
712,0.1,ascending,восходящий,120.0,средний,800.0,100.0,0.125,92263.1928183063,92.2631928183063,7.5,7.48032611710467,7.46065223420934,-39.34776579065965,572493628360.9626,29467467330105.363,6,34749.58533414408,165.50875911503547
713,0.1,ascending,восходящий,120.0,средний,800.0,200.0,0.25,92282.165669705,92.28216566970501,7.5,7.479497262014002,7.458994524028004,-41.00547597199626,572478175961.6615,29467631261576.54,6,34749.58533414408,165.56335790007495
714,0.1,ascending,восходящий,120.0,средний,800.0,300.0,0.375,92301.15159894268,92.30115159894268,7.5,7.478667751121136,7.457335502242271,-42.66449775772823,572462708233.5293,29467795370417.164,6,34749.58533414408,165.61799431963254
715,0.1,ascending,восходящий,120.0,средний,800.0,400.0,0.5,92320.15062196321,92.32015062196321,7.5,7.47783758355582,7.455675167111638,-44.32483288836201,572447225152.3257,29467959656929.5,6,34749.58533414408,165.6726684195904
716,0.1,ascending,восходящий,120.0,средний,800.0,500.0,0.625,92339.1627547371,92.3391627547371,7.5,7.477006758446166,7.4540135168923305,-45.986483107668995,572431726693.7573,29468124121416.496,6,34749.58533414408,165.72738024590737
717,0.1,ascending,восходящий,120.0,средний,800.0,600.0,0.75,92358.18801326188,92.35818801326188,7.5,7.476175274918653,7.452350549837307,-47.64945016269309,572416212833.4789,29468288764181.816,6,34749.58533414408,165.78212984462007
718,0.1,ascending,восходящий,120.0,средний,800.0,700.0,0.875,92377.2142121395,92.3772142121395,7.5,7.475343130729379,7.450686261458758,-49.313738541241946,572400693501.0869,29468453479877.516,7,34749.58533414408,165.83688214941643
719,0.1,ascending,восходящий,120.0,средний,800.0,800.0,1.0,92396.26692390454,92.39626692390453,7.5,7.474510328060257,7.449020656120512,-50.97934387948864,572385147825.7354,29468618490064.883,7,34749.58533414408,165.89171075120214
720,0.1,ascending,восходящий,120.0,средний,900.0,0.0,0.0,99273.07829934263,99.27307829934263,7.5,7.480712127333464,7.4614242546669285,-38.575745333071445,557026724454.5181,25414550763932.785,5,34749.58533414408,185.68133215045694
721,0.1,ascending,восходящий,120.0,средний,900.0,100.0,0.1111111111111111,99296.51687214858,99.29651687214859,7.5,7.479759583311938,7.459519166623877,-40.480833376123705,557009484678.4089,25414712868980.715,6,34749.58533414408,185.74878208570243
722,0.1,ascending,восходящий,120.0,средний,900.0,200.0,0.2222222222222222,99320.00349899603,99.32000349899603,7.5,7.478806179773034,7.4576123595460695,-42.38764045393141,556992203558.578,25414875379542.02,6,34749.58533414408,185.81637030760953
723,0.1,ascending,восходящий,120.0,средний,900.0,300.0,0.3333333333333333,99343.50880025933,99.34350880025933,7.5,7.4778519071040455,7.455703814208091,-44.29618579190882,556974902684.2281,25415038092683.664,6,34749.58533414408,185.88401226948415
724,0.1,ascending,восходящий,120.0,средний,900.0,400.0,0.4444444444444444,99367.03280222924,99.36703280222923,7.5,7.476896763974568,7.453793527949135,-46.206472050865244,556957582019.3285,25415201008803.703,6,34749.58533414408,185.95170804698395
725,0.1,ascending,восходящий,120.0,средний,900.0,500.0,0.5555555555555556,99390.57553124751,99.3905755312475,7.5,7.475940749051314,7.451881498102628,-48.1185018973725,556940241527.7587,25415364128301.26,6,34749.58533414408,186.01945771591352
726,0.1,ascending,восходящий,120.0,средний,900.0,600.0,0.6666666666666666,99414.13701370709,99.41413701370709,7.5,7.474983860998109,7.449967721996219,-50.03227800378066,556922881173.3083,25415527451576.516,6,34749.58533414408,186.0872613522246
727,0.1,ascending,восходящий,120.0,средний,900.0,700.0,0.7777777777777778,99437.69871836204,99.43769871836204,7.5,7.4740260956604905,7.448052191320982,-51.94780867901851,556905514600.3402,25415690850305.32,7,34749.58533414408,186.15506562795449
728,0.1,ascending,восходящий,120.0,средний,900.0,800.0,0.8888888888888888,99461.2986973997,99.4612986973997,7.5,7.473067457793802,7.446134915587604,-53.86508441239555,556888113744.6053,25415854588599.64,7,34749.58533414408,186.2229800471072
729,0.1,ascending,восходящий,120.0,средний,900.0,900.0,1.0,99484.91788683955,99.48491788683955,7.5,7.472107942780695,7.44421588556139,-55.78411443861022,556870692637.8881,25416018534504.973,7,34749.58533414408,186.2909497486525
730,0.1,ascending,восходящий,120.0,средний,1000.0,0.0,0.0,105968.00967497745,105.96800967497745,7.5,7.480732315443774,7.461464630887548,-38.53536911245258,543818064386.6216,22276311526983.047,5,34749.58533414408,204.94755162115825
731,0.1,ascending,восходящий,120.0,средний,1000.0,100.0,0.1,105996.38073442211,105.99638073442212,7.5,7.479653895351345,7.459307790702688,-40.69220929731177,543798998345.67535,22276472474394.76,5,34749.58533414408,205.02919593193732
732,0.1,ascending,восходящий,120.0,средний,1000.0,200.0,0.2,106024.77640327708,106.02477640327707,7.5,7.478574360688993,7.457148721377987,-42.85127862201346,543779908263.011,22276633643574.992,5,34749.58533414408,205.11091106200846
733,0.1,ascending,восходящий,120.0,средний,1000.0,300.0,0.3,106053.15370724049,106.05315370724048,7.5,7.47749369779457,7.454987395589138,-45.012604410861655,543760823024.0097,22276794790687.49,6,34749.58533414408,205.19257334284015
734,0.1,ascending,восходящий,120.0,средний,1000.0,400.0,0.4,106081.5952327281,106.08159523272809,7.5,7.4764119283209425,7.452823856641886,-47.176143358113876,543741687063.44617,22276956384969.695,6,34749.58533414408,205.27442043601872
735,0.1,ascending,восходящий,120.0,средний,1000.0,500.0,0.5,106110.0624651349,106.1100624651349,7.5,7.475329038999436,7.450658077998873,-49.34192200112709,543722526255.58716,22277118208039.477,6,34749.58533414408,205.35634150682594
736,0.1,ascending,восходящий,120.0,средний,1000.0,600.0,0.6,106138.55544563965,106.13855544563965,7.5,7.474245027881358,7.448490055762718,-51.50994423728215,543703340548.9133,22277280260407.785,6,34749.58533414408,205.43833667376325
737,0.1,ascending,восходящий,120.0,средний,1000.0,700.0,0.7,106167.07421551214,106.16707421551214,7.5,7.473159893013219,7.446319786026438,-53.68021397356203,543684129891.7593,22277442542587.12,6,34749.58533414408,205.520406055594
738,0.1,ascending,восходящий,120.0,средний,1000.0,800.0,0.8,106195.59378385203,106.19559378385203,7.5,7.472073628053477,7.444147256106954,-55.85274389304573,543664911104.40845,22277604912539.242,7,34749.58533414408,205.60247773520013
739,0.1,ascending,восходящий,120.0,средний,1000.0,900.0,0.9,106224.16503530642,106.22416503530641,7.5,7.470986240422166,7.441972480844332,-58.027519155668195,543645649872.3516,22277767660247.734,7,34749.58533414408,205.68469814496802
740,0.1,ascending,восходящий,120.0,средний,1000.0,1000.0,1.0,106252.76271591692,106.25276271591692,7.5,7.469897723190587,7.439795446381175,-60.20455361882479,543626363185.8514,22277930642256.812,7,34749.58533414408,205.76699461076902
741,0.1,ascending,восходящий,120.0,средний,1100.0,0.0,0.0,112370.1238244607,112.37012382446069,7.5,7.481219680992521,7.4624393619850435,-37.560638014956524,532364411487.46216,19781351991517.645,3,34749.58533414408,223.3711215369485
742,0.1,ascending,восходящий,120.0,средний,1100.0,100.0,0.09090909090909091,112403.71250344504,112.40371250344505,7.5,7.480014242020337,7.460028484040674,-39.97151595932664,532343600710.2696,19781511333592.766,4,34749.58533414408,223.46778075938633
743,0.1,ascending,восходящий,120.0,средний,1100.0,200.0,0.18181818181818182,112437.33541048336,112.43733541048336,7.5,7.478807410939628,7.4576148218792575,-42.385178120742495,532322759588.0538,19781670928791.766,5,34749.58533414408,223.56453848099656
744,0.1,ascending,восходящий,120.0,средний,1100.0,300.0,0.2727272727272727,112471.04027828468,112.47104027828468,7.5,7.477599200523274,7.455198401046547,-44.80159895345264,532301858481.86346,19781831004218.69,5,34749.58533414408,223.66153206373207
745,0.1,ascending,восходящий,120.0,средний,1100.0,400.0,0.36363636363636365,112504.72848719405,112.50472848719404,7.5,7.476389575031226,7.452779150062454,-47.22084993754613,532280958516.6763,19781991091825.957,6,34749.58533414408,223.7584777066381
746,0.1,ascending,восходящий,120.0,средний,1100.0,500.0,0.45454545454545453,112538.4932753525,112.53849327535251,7.5,7.475178561318556,7.450357122637112,-49.642877362887226,532260001819.05896,19782151634993.027,6,34749.58533414408,223.85564372411366
747,0.1,ascending,восходящий,120.0,средний,1100.0,600.0,0.5454545454545454,112572.29229319196,112.57229229319196,7.5,7.473966142863108,7.447932285726216,-52.06771427378444,532239014624.0343,19782312432874.715,6,34749.58533414408,223.95290824544375
748,0.1,ascending,восходящий,120.0,средний,1100.0,700.0,0.6363636363636364,112606.12560227142,112.60612560227142,7.5,7.472752316923176,7.445504633846355,-54.495366153645676,532217996860.6757,19782473486108.953,6,34749.58533414408,224.05027144777878
749,0.1,ascending,восходящий,120.0,средний,1100.0,800.0,0.7272727272727273,112639.99326430267,112.63999326430267,7.5,7.471537080749478,7.443074161498957,-56.925838501043344,532196948457.83124,19782634795335.832,6,34749.58533414408,224.14773350870865
750,0.1,ascending,восходящий,120.0,средний,1100.0,900.0,0.8181818181818182,112673.86298853067,112.67386298853067,7.5,7.470320425125336,7.440640850250674,-59.35914974932681,532175889464.2878,19782796206971.71,7,34749.58533414408,224.2452015040885
751,0.1,ascending,восходящий,120.0,средний,1100.0,1000.0,0.9090909090909091,112707.79997381834,112.70779997381834,7.5,7.469102360960644,7.438204721921286,-61.79527807871383,532154779308.4956,19782958032082.81,7,34749.58533414408,224.34286305878436
752,0.1,ascending,восходящий,120.0,средний,1100.0,1100.0,1.0,112741.77217900184,112.74177217900184,7.5,7.467882878358277,7.435765756716555,-64.23424328344475,532133637874.35974,19783120118371.67,7,34749.58533414408,224.4406259669078
753,0.1,ascending,восходящий,120.0,средний,1200.0,0.0,0.0,118511.08576361068,118.51108576361068,7.5,7.4821773722221225,7.464354744444245,-35.645255555754865,522300646373.5087,17754799038331.11,3,34749.58533414408,241.04316533286695
754,0.1,ascending,восходящий,120.0,средний,1200.0,100.0,0.08333333333333333,118547.89778778808,118.54789778778809,7.5,7.480843203358637,7.4616864067172735,-38.31359328272623,522279463323.16345,17754947400828.418,2,34749.58533414408,241.14910047949797
755,0.1,ascending,восходящий,120.0,средний,1200.0,200.0,0.16666666666666666,118589.8357479634,118.5898357479634,7.5,7.479509472587001,7.459018945174002,-40.98105482599755,522255318863.64795,17755116528963.246,3,34749.58533414408,241.26978669710905
756,0.1,ascending,восходящий,120.0,средний,1200.0,300.0,0.25,118629.11135151333,118.62911135151333,7.5,7.478172888013258,7.456345776026518,-43.65422397348153,522232695818.59375,17755275023449.5,4,34749.58533414408,241.3828113653814
757,0.1,ascending,восходящий,120.0,средний,1200.0,400.0,0.3333333333333333,118668.43254744823,118.66843254744823,7.5,7.4768345916161865,7.453669183232373,-46.33081676762745,522210035505.482,17755433801942.6,5,34749.58533414408,241.49596723632717
758,0.1,ascending,восходящий,120.0,средний,1200.0,500.0,0.4166666666666667,118707.85809636158,118.70785809636158,7.5,7.475494599274959,7.450989198549917,-49.01080145008347,522187303992.32153,17755593102368.176,5,34749.58533414408,241.60942340719726
759,0.1,ascending,восходящий,120.0,средний,1200.0,600.0,0.5,118747.26391651716,118.74726391651716,7.5,7.47415286439766,7.4483057287953205,-51.69427120467962,522164572779.0636,17755752423771.67,6,34749.58533414408,241.7228228039862
760,0.1,ascending,восходящий,120.0,средний,1200.0,700.0,0.5833333333333334,118786.76759330991,118.7867675933099,7.5,7.472809421721132,7.445618843442263,-54.381156557736574,522141773997.68524,17755912241940.594,6,34749.58533414408,241.8365038059691
761,0.1,ascending,восходящий,120.0,средний,1200.0,800.0,0.6666666666666666,118826.31575424591,118.82631575424591,7.5,7.471464249577977,7.442928499155952,-57.071500844047534,522118938384.87836,17756072341574.83,6,34749.58533414408,241.95031282140255
762,0.1,ascending,восходящий,120.0,средний,1200.0,900.0,0.75,118865.90848826474,118.86590848826475,7.5,7.470117344218709,7.440234688437418,-59.76531156258148,522096065845.4835,17756232723457.39,6,34749.58533414408,242.0642501062309
763,0.1,ascending,восходящий,120.0,средний,1200.0,1000.0,0.8333333333333334,118905.50563229312,118.90550563229311,7.5,7.468768692810998,7.437537385621995,-62.46261437800483,522073179554.6415,17756393225165.203,7,34749.58533414408,242.17820008188565
764,0.1,ascending,восходящий,120.0,средний,1200.0,1100.0,0.9166666666666666,118945.18758214291,118.9451875821429,7.5,7.4674183105719445,7.434836621143888,-65.16337885611243,522050233001.27637,17756554172997.38,7,34749.58533414408,242.2923941059818
765,0.1,ascending,восходящий,120.0,средний,1200.0,1200.0,1.0,118984.91524835922,118.98491524835921,7.5,7.466066183966897,7.432132367933794,-67.86763206620623,522027248727.6147,17756715408995.742,7,34749.58533414408,242.4067196895371
766,0.1,ascending,восходящий,120.0,средний,1300.0,0.0,0.0,124416.97983131587,124.41697983131587,7.5,7.483607563056001,7.467215126112002,-32.78487388799813,513360508080.3266,16079143417207.492,5,34749.58533414408,258.03874675035854
767,0.1,ascending,восходящий,120.0,средний,1300.0,100.0,0.07692307692307693,124462.09256055087,124.46209256055087,7.5,7.482146307421213,7.464292614842425,-35.70738515757459,513336249221.7824,16079299943202.105,4,34749.58533414408,258.16856910306063
768,0.1,ascending,восходящий,120.0,средний,1300.0,200.0,0.15384615384615385,124507.35032937619,124.5073503293762,7.5,7.480683041931937,7.461366083863875,-38.633916136125265,513311899432.78296,16079457080675.922,3,34749.58533414408,258.2988088408593
769,0.1,ascending,восходящий,120.0,средний,1300.0,300.0,0.23076923076923078,124549.63556255048,124.54963556255048,7.5,7.479216395166571,7.4584327903331396,-41.56720966686041,513289137224.92145,16079603995390.428,2,34749.58533414408,258.4204944171552
770,0.1,ascending,восходящий,120.0,средний,1300.0,400.0,0.3076923076923077,124598.14349674783,124.59814349674782,7.5,7.477750371976283,7.455500743952567,-44.49925604743324,513263011380.0233,16079772646848.6,4,34749.58533414408,258.5600872604393
771,0.1,ascending,восходящий,120.0,средний,1300.0,500.0,0.38461538461538464,124643.5159350469,124.6435159350469,7.5,7.476280888940656,7.4525617778813125,-47.438222118687975,513238560781.7761,16079930509890.736,5,34749.58533414408,258.6906569862728
772,0.1,ascending,восходящий,120.0,средний,1300.0,600.0,0.46153846153846156,124688.98479062667,124.68898479062666,7.5,7.474809348551276,7.449618697102553,-50.3813028974473,513214045129.509,16080088818080.764,5,34749.58533414408,258.82150417521774
773,0.1,ascending,восходящий,120.0,средний,1300.0,700.0,0.5384615384615384,124734.44126021031,124.73444126021032,7.5,7.473335705581729,7.446671411163457,-53.32858883654207,513189523043.09045,16080247192998.281,6,34749.58533414408,258.9523157205831
774,0.1,ascending,восходящий,120.0,средний,1300.0,800.0,0.6153846153846154,124780.00750124113,124.78000750124113,7.5,7.471859999038868,7.443719998077734,-56.28000192226535,513164928573.0896,16080406060700.105,6,34749.58533414408,259.08344315877457
775,0.1,ascending,восходящий,120.0,средний,1300.0,900.0,0.6923076923076923,124825.63018979452,124.82563018979452,7.5,7.470382204322724,7.440764408645447,-59.2355913545523,513140290421.22424,16080565235970.623,6,34749.58533414408,259.2147330378183
776,0.1,ascending,восходящий,120.0,средний,1300.0,1000.0,0.7692307692307693,124871.30945014565,124.87130945014565,7.5,7.468902316453065,7.437804632906129,-62.19536709387013,513115608463.3251,16080724719751.035,6,34749.58533414408,259.3461857153449
777,0.1,ascending,восходящий,120.0,средний,1300.0,1100.0,0.8461538461538461,124916.99705707606,124.91699705707606,7.5,7.467420318241561,7.434840636483121,-65.15936351687918,513090908720.7987,16080884344001.727,7,34749.58533414408,259.4776624120914
778,0.1,ascending,восходящий,120.0,средний,1300.0,1200.0,0.9230769230769231,124962.78865306087,124.96278865306087,7.5,7.465936229902676,7.431872459805351,-68.1275401946484,513066139430.18567,16081044443387.85,7,34749.58533414408,259.60943836148607
779,0.1,ascending,восходящий,120.0,средний,1300.0,1300.0,1.0,125008.63829435661,125.00863829435662,7.5,7.464450033649799,7.428900067299596,-71.09993270040373,513041325364.2229,16081204857969.32,7,34749.58533414408,259.7413813497401
780,0.1,ascending,восходящий,120.0,средний,1400.0,0.0,0.0,130108.42905743924,130.10842905743922,7.5,7.485510943802605,7.47102188760521,-28.978112394790138,505345163066.51056,14672666844631.473,6,34749.58533414408,274.41721334613425
781,0.1,ascending,восходящий,120.0,средний,1400.0,100.0,0.07142857142857142,130159.84502251797,130.15984502251797,7.5,7.483921605081156,7.467843210162311,-32.156789837689324,505319193190.0332,14672822149800.428,6,34749.58533414408,274.5651747234697
782,0.1,ascending,восходящий,120.0,средний,1400.0,200.0,0.14285714285714285,130211.24803121698,130.21124803121697,7.5,7.482329790777108,7.464659581554215,-35.340418445785815,505293214860.0514,14672977532113.805,5,34749.58533414408,274.7130988158142
783,0.1,ascending,восходящий,120.0,средний,1400.0,300.0,0.21428571428571427,130262.8329378649,130.2628329378649,7.5,7.480735597095184,7.461471194190367,-38.528805809632615,505267129516.37976,14673133581264.09,5,34749.58533414408,274.86154636173995
784,0.1,ascending,восходящий,120.0,средний,1400.0,400.0,0.2857142857142857,130314.39308793102,130.31439308793102,7.5,7.4791389119647205,7.45827782392944,-41.722176070559364,505241041581.0069,14673289672745.254,3,34749.58533414408,275.00992266485355
785,0.1,ascending,восходящий,120.0,средний,1400.0,500.0,0.35714285714285715,130362.44378205,130.36244378205,7.5,7.477538173667243,7.455076347334487,-44.92365266551242,505216715720.1443,14673435245411.908,2,34749.58533414408,275.1481996936496
786,0.1,ascending,восходящий,120.0,средний,1400.0,600.0,0.42857142857142855,130418.04299022985,130.41804299022985,7.5,7.475938325016582,7.451876650033163,-48.12334996683727,505188551998.25397,14673603814043.89,4,34749.58533414408,275.30819932427886
787,0.1,ascending,восходящий,120.0,средний,1400.0,700.0,0.5,130469.8424331314,130.4698424331314,7.5,7.474334278729579,7.448668557459158,-51.33144254084211,505162297206.52625,14673760985308.088,5,34749.58533414408,275.4572642480858
788,0.1,ascending,восходящий,120.0,средний,1400.0,800.0,0.5714285714285714,130521.76296638223,130.52176296638223,7.5,7.472727782250375,7.44545556450075,-54.54443549925011,505135965699.08685,14673918643129.97,5,34749.58533414408,275.6066776374876
789,0.1,ascending,восходящий,120.0,средний,1400.0,900.0,0.6428571428571429,130573.66927088102,130.57366927088103,7.5,7.471118777751591,7.442237555503183,-57.76244449681719,505109626045.71814,14674076377089.623,6,34749.58533414408,275.7560500803518
790,0.1,ascending,восходящий,120.0,средний,1400.0,1000.0,0.7142857142857143,130625.71186746271,130.6257118674627,7.5,7.469507314216549,7.439014628433098,-60.98537156690206,505083201800.9512,14674234645126.533,6,34749.58533414408,275.905814735329
791,0.1,ascending,восходящий,120.0,средний,1400.0,1100.0,0.7857142857142857,130677.82492802518,130.6778249280252,7.5,7.467893360345434,7.435786720690867,-64.21327930913293,505056726286.4009,14674393247877.445,6,34749.58533414408,276.0557821667713
792,0.1,ascending,восходящий,120.0,средний,1400.0,1200.0,0.8571428571428571,130730.00862226341,130.73000862226343,7.5,7.466276909646665,7.432553819293331,-67.44618070666844,505030199342.74786,14674552186461.943,6,34749.58533414408,276.20595286301545
793,0.1,ascending,восходящий,120.0,средний,1400.0,1300.0,0.9285714285714286,130782.20438220228,130.78220438220228,7.5,7.464657940575245,7.429315881150489,-70.68411884951065,505003650695.16064,14674711282898.04,7,34749.58533414408,276.3561582811146
794,0.1,ascending,восходящий,120.0,средний,1400.0,1400.0,1.0,130834.52861044282,130.83452861044282,7.5,7.463036477779307,7.426072955558613,-73.9270444413867,504977021063.88196,14674870892593.688,7,34749.58533414408,276.50673339657976
795,0.1,ascending,восходящий,120.0,средний,1500.0,0.0,0.0,135602.46350986446,135.60246350986446,7.5,7.487887053200378,7.475774106400756,-24.2258935992435,498102407273.67694,13476882469085.559,6,34749.58533414408,290.22757309459126
796,0.1,ascending,восходящий,120.0,средний,1500.0,100.0,0.06666666666666667,135660.40620871575,135.66040620871576,7.5,7.486169886293838,7.472339772587676,-27.660227412323533,498074796811.95605,13477036300464.053,6,34749.58533414408,290.39431666374213
797,0.1,ascending,восходящий,120.0,средний,1500.0,200.0,0.13333333333333333,135718.4330504668,135.71843305046679,7.5,7.484449875405122,7.4688997508102455,-31.100249189754887,498047128992.76843,13477190479897.57,6,34749.58533414408,290.5613023736235
798,0.1,ascending,восходящий,120.0,средний,1500.0,300.0,0.2,135776.54425298888,135.77654425298888,7.5,7.48272701258683,7.465454025173662,-34.54597482633846,498019403625.0599,13477345008633.04,6,34749.58533414408,290.7285308512105
799,0.1,ascending,восходящий,120.0,средний,1500.0,400.0,0.26666666666666666,135834.64365596636,135.83464365596635,7.5,7.481001238414538,7.462002476829076,-37.997523170924076,497991666543.3492,13477499631321.375,5,34749.58533414408,290.89572537286824
800,0.1,ascending,восходящий,120.0,средний,1500.0,500.0,0.3333333333333333,135892.96131004338,135.89296131004338,7.5,7.479272669034729,7.458545338069457,-41.454661930543644,497963807815.1414,13477654961002.223,5,34749.58533414408,291.06354796273877
801,0.1,ascending,восходящий,120.0,средний,1500.0,600.0,0.4,135951.2670774898,135.9512670774898,7.5,7.477541174949681,7.455082349899363,-44.91765010063742,497935937273.93866,13477810385498.014,3,34749.58533414408,291.2313363460699
802,0.1,ascending,восходящий,120.0,средний,1500.0,700.0,0.4666666666666667,136005.36747375558,136.0053674737556,7.5,7.475804830504317,7.451609661008635,-48.390338991365134,497910061274.42096,13477954713041.807,2,34749.58533414408,291.3870227974205
