scenario_id,ae,profile,profile_ru,curvature_radius_m,curvature_class,lateral_length_m,tubing_shoe_from_heel_m,shoe_fraction,q_std_m3_day,q_std_th_m3_day,p_heel_mpa,p_avg_lateral_mpa,p_toe_mpa,delta_p_wellbore_kpa,a_coeff,b_coeff,iterations,q_vertical_ref_m3_day,gain_vs_vertical_pct
1351,0.2,ascending,восходящий,40.0,средний,100.0,0.0,0.0,33506.65497636596,33.50665497636596,7.5,7.496450878439919,7.492901756879839,-7.098243120161686,548850444424.0568,224958325836112.9,4,34749.58533414408,-3.5768206895892143
1352,0.2,ascending,восходящий,40.0,средний,100.0,100.0,1.0,33507.66708475801,33.50766708475801,7.5,7.496329038016739,7.492658076033479,-7.341923966521186,548848267761.9077,224958509583074.25,4,34749.58533414408,-3.5739081126985233
1353,0.2,ascending,восходящий,40.0,средний,200.0,0.0,0.0,53299.651940484255,53.29965194048425,7.5,7.493472328082053,7.486944656164107,-13.055343835892655,442855340660.63727,88838134472875.58,5,34749.58533414408,53.382123636777145
1354,0.2,ascending,восходящий,40.0,средний,200.0,100.0,0.5,53303.51296544581,53.303512965445805,7.5,7.493180487812599,7.486360975625197,-13.6390243748026,442851127218.90234,88838308582415.72,5,34749.58533414408,53.393234632561494
1355,0.2,ascending,восходящий,40.0,средний,200.0,200.0,1.0,53307.3748682516,53.3073748682516,7.5,7.492888567384488,7.485777134768976,-14.22286523102416,442846912368.2904,88838482755692.12,5,34749.58533414408,53.404348154546454
1356,0.2,ascending,восходящий,40.0,средний,300.0,0.0,0.0,69618.0584252714,69.6180584252714,7.5,7.491182772148222,7.482365544296442,-17.63445570355713,393714371584.27295,52040968711392.86,5,34749.58533414408,100.34212712422332
1357,0.2,ascending,восходящий,40.0,средний,300.0,100.0,0.3333333333333333,69626.4393262242,69.62643932622419,7.5,7.490697934687725,7.481395869375451,-18.604130624549487,393708145284.54895,52041138257878.26,5,34749.58533414408,100.36624511260277
1358,0.2,ascending,восходящий,40.0,средний,300.0,200.0,0.6666666666666666,69634.82343093287,69.63482343093287,7.5,7.490212874235464,7.480425748470928,-19.574251529071937,393701915497.5913,52041307908257.53,5,34749.58533414408,100.3903723205336
1359,0.2,ascending,восходящий,40.0,средний,300.0,300.0,1.0,69643.21074131208,69.64321074131209,7.5,7.489727590625783,7.479455181251567,-20.544818748433187,393695682220.48975,52041477662625.38,5,34749.58533414408,100.41450875352574
1360,0.2,ascending,восходящий,40.0,средний,400.0,0.0,0.0,83922.31226393573,83.92231226393574,7.5,7.489647149942458,7.479294299884917,-20.70570011508274,363832082549.53735,35785756128355.555,5,34749.58533414408,141.50593872403925
1361,0.2,ascending,восходящий,40.0,средний,400.0,100.0,0.25,83936.7492414987,83.9367492414987,7.5,7.488954431981338,7.477908863962678,-22.091136037323025,363823861844.9773,35785922713819.04,5,34749.58533414408,141.5474844789717
1362,0.2,ascending,восходящий,40.0,средний,400.0,200.0,0.5,83951.19416752296,83.95119416752296,7.5,7.488261256470982,7.476522512941964,-23.477487058035745,363815634526.04767,35786089445863.07,5,34749.58533414408,141.589053107447
1363,0.2,ascending,восходящий,40.0,средний,400.0,300.0,0.75,83965.64155995824,83.96564155995824,7.5,7.487567622597017,7.475135245194035,-24.864754805965052,363807403712.2833,35786256261292.164,6,34749.58533414408,141.63062883359268
1364,0.2,ascending,восходящий,40.0,средний,400.0,400.0,1.0,83980.1034150885,83.9801034150885,7.5,7.486873530649379,7.4737470612987575,-26.252938701242076,363799162565.0245,35786423298739.22,6,34749.58533414408,141.6722461795011
1365,0.2,ascending,восходящий,40.0,средний,500.0,0.0,0.0,96848.60685409365,96.84860685409366,7.5,7.488909434231134,7.477818868462269,-22.18113153773058,343151877248.3758,26843625242888.445,5,34749.58533414408,178.70435265002317
1366,0.2,ascending,восходящий,40.0,средний,500.0,100.0,0.2,96870.52622502985,96.87052622502985,7.5,7.4879982743761895,7.47599654875238,-24.00345124762085,343141682626.06885,26843789545755.547,5,34749.58533414408,178.7674307291583
1367,0.2,ascending,восходящий,40.0,средний,500.0,200.0,0.4,96892.46156709129,96.89246156709129,7.5,7.487086319887327,7.474172639774655,-25.82736022534522,343131477169.57574,26843954039509.875,5,34749.58533414408,178.8305547689145
1368,0.2,ascending,восходящий,40.0,средний,500.0,300.0,0.6,96914.40117987919,96.91440117987919,7.5,7.486173568485643,7.472347136971289,-27.65286302871172,343121266316.5501,26844118636546.395,6,34749.58533414408,178.89369109867766
1369,0.2,ascending,восходящий,40.0,средний,500.0,400.0,0.8,96936.36919189223,96.93636919189223,7.5,7.485260021616782,7.470520043233564,-29.479956766435794,343111038828.5294,26844283518081.22,6,34749.58533414408,178.95690915380493
1370,0.2,ascending,восходящий,40.0,средний,500.0,500.0,1.0,96958.35390216642,96.95835390216642,7.5,7.484345676748063,7.468691353496128,-31.308646503872133,343100800141.2464,26844448596550.867,6,34749.58533414408,179.0201752620557
1371,0.2,ascending,восходящий,40.0,средний,600.0,0.0,0.0,108743.7889752325,108.7437889752325,7.5,7.489001244431315,7.478002488862629,-21.997511137370598,327708555917.7297,21263912128656.984,4,34749.58533414408,212.93550104145717
1372,0.2,ascending,восходящий,40.0,средний,600.0,100.0,0.16666666666666666,108774.53005107335,108.77453005107336,7.5,7.487863947133305,7.475727894266611,-24.27210573338865,327696408461.15094,21264074509779.36,4,34749.58533414408,213.0239656246896
1373,0.2,ascending,восходящий,40.0,средний,600.0,200.0,0.3333333333333333,108805.26555346252,108.80526555346252,7.5,7.486725402046006,7.473450804092011,-26.549195907988192,327684258148.5125,21264236949127.402,5,34749.58533414408,213.11241416902078
1374,0.2,ascending,восходящий,40.0,средний,600.0,300.0,0.5,108836.05374911422,108.83605374911421,7.5,7.48558561740148,7.471171234802959,-28.82876519704083,327672081931.9238,21264399754905.22,5,34749.58533414408,213.20101435044924
1375,0.2,ascending,восходящий,40.0,средний,600.0,400.0,0.6666666666666666,108866.85116969036,108.86685116969036,7.5,7.484444584104977,7.468889168209953,-31.11083179004663,327659896984.7257,21264562697579.527,6,34749.58533414408,213.28964107873966
1376,0.2,ascending,восходящий,40.0,средний,600.0,500.0,0.8333333333333334,108897.69583710375,108.89769583710375,7.5,7.48330230502571,7.46660461005142,-33.39538994857964,327647688247.2654,21264725978617.848,6,34749.58533414408,213.37840377077413
1377,0.2,ascending,восходящий,40.0,средний,600.0,600.0,1.0,108928.56993727022,108.92856993727023,7.5,7.482158775295716,7.4643175505914305,-35.68244940856923,327635462749.20966,21264889504107.684,6,34749.58533414408,213.46725116238926
1378,0.2,ascending,восходящий,40.0,средний,700.0,0.0,0.0,119821.48573507764,119.82148573507764,7.5,7.4899454554462,7.4798909108924,-20.109089107600283,315583523183.06836,17484430578487.838,3,34749.58533414408,244.81414550102278
1379,0.2,ascending,восходящий,40.0,средний,700.0,100.0,0.14285714285714285,119861.50529587631,119.86150529587631,7.5,7.488576289710752,7.477152579421506,-22.84742057849443,315569724290.69324,17484588058557.643,2,34749.58533414408,244.92931107901126
1380,0.2,ascending,восходящий,40.0,средний,700.0,200.0,0.2857142857142857,119903.17091715072,119.90317091715073,7.5,7.487205702589725,7.47441140517945,-25.588594820549908,315555350622.19385,17484752122649.186,4,34749.58533414408,245.04921357820302
1381,0.2,ascending,восходящий,40.0,средний,700.0,300.0,0.42857142857142855,119944.02489395594,119.94402489395594,7.5,7.485833102438111,7.471666204876223,-28.333795123777087,315541249807.98486,17484913096501.275,5,34749.58533414408,245.16678038198606
1382,0.2,ascending,восходящий,40.0,средний,700.0,400.0,0.5714285714285714,119984.94668172453,119.98494668172452,7.5,7.48445869505598,7.468917390111962,-31.082609888038807,315527118493.2494,17485074442571.445,5,34749.58533414408,245.28454232756064
1383,0.2,ascending,восходящий,40.0,средний,700.0,500.0,0.7142857142857143,120025.91379729469,120.02591379729469,7.5,7.483082471624894,7.466164943249789,-33.83505675021131,315512964408.57367,17485236072733.877,5,34749.58533414408,245.40243471440854
1384,0.2,ascending,восходящий,40.0,средний,700.0,600.0,0.8571428571428571,120066.8978808716,120.06689788087161,7.5,7.48170442456503,7.463408849130061,-36.59115086993935,315498797332.0103,17485397875424.36,6,34749.58533414408,245.52037593063548
1385,0.2,ascending,восходящий,40.0,средний,700.0,700.0,1.0,120107.95623107738,120.10795623107738,7.5,7.48032455795951,7.460649115919019,-39.35088408098076,315484597429.168,17485560077292.723,6,34749.58533414408,245.63853086633029
1386,0.2,ascending,восходящий,40.0,средний,800.0,0.0,0.0,130224.349970308,130.224349970308,7.5,7.491758175753725,7.4835163515074505,-16.483648492549523,305720363517.66235,14772044513599.95,5,34749.58533414408,274.75080268757273
1387,0.2,ascending,восходящий,40.0,средний,800.0,100.0,0.125,130276.28637872313,130.27628637872314,7.5,7.490153694553448,7.480307389106896,-19.692610893103947,305704434778.6166,14772203027226.309,4,34749.58533414408,274.9002617614458
1388,0.2,ascending,восходящий,40.0,средний,800.0,200.0,0.25,130328.34796656799,130.328347966568,7.5,7.488546747267926,7.477093494535852,-22.906505464147948,305688458273.44855,14772362043821.205,3,34749.58533414408,275.0500810681922
1389,0.2,ascending,восходящий,40.0,средний,800.0,300.0,0.375,130379.38832391756,130.37938832391757,7.5,7.486937033692695,7.47387406738539,-26.125932614609916,305672786043.66986,14772518058804.33,2,34749.58533414408,275.1969615470778
1390,0.2,ascending,восходящий,40.0,средний,800.0,400.0,0.5,130432.78109686325,130.43278109686327,7.5,7.485325397553626,7.470650795107252,-29.349204892747792,305656381825.0018,14772681389168.57,4,34749.58533414408,275.350611648028
1391,0.2,ascending,восходящий,40.0,средний,800.0,500.0,0.625,130485.01806408001,130.48501806408,7.5,7.483710949771044,7.467421899542089,-32.578100457911596,305640323140.49396,14772841307452.865,5,34749.58533414408,275.5009356496368
1392,0.2,ascending,восходящий,40.0,средний,800.0,600.0,0.75,130537.35582318321,130.53735582318322,7.5,7.482093999190612,7.464187998381223,-35.812001618777096,305624223969.84625,14773001656990.336,5,34749.58533414408,275.6515497033009
1393,0.2,ascending,восходящий,40.0,средний,800.0,700.0,0.875,130589.72346258706,130.58972346258707,7.5,7.480474525974825,7.460949051949651,-39.05094805034876,305608106083.7252,14773162221102.031,6,34749.58533414408,275.8022497444677
1394,0.2,ascending,восходящий,40.0,средний,800.0,800.0,1.0,130642.19622020925,130.64219622020926,7.5,7.478852536447231,7.457705072894464,-42.294927105537035,305591946282.0152,14773323231067.672,6,34749.58533414408,275.95325228771424
1395,0.2,ascending,восходящий,40.0,средний,900.0,0.0,0.0,140052.73825471403,140.05273825471403,7.5,7.49444976934015,7.4888995386803,-11.100461319699491,297482976479.3932,12740121533149.135,6,34749.58533414408,303.0342719431005
1396,0.2,ascending,восходящий,40.0,средний,900.0,100.0,0.1111111111111111,140116.9870055688,140.1169870055688,7.5,7.492607509427133,7.485215018854266,-14.784981145734433,297465195263.9238,12740278330956.791,6,34749.58533414408,303.2191626410383
1397,0.2,ascending,восходящий,40.0,средний,900.0,200.0,0.2222222222222222,140181.26557608283,140.18126557608284,7.5,7.490761944221394,7.481523888442787,-18.476111557212285,297447393811.1807,12740435338490.002,5,34749.58533414408,303.4041391519691
1398,0.2,ascending,восходящий,40.0,средний,900.0,300.0,0.3333333333333333,140245.74373351835,140.24574373351834,7.5,7.488913122651404,7.477826245302808,-22.173754697192905,297429525032.24493,12740592971306.19,5,34749.58533414408,303.5896900206068
1399,0.2,ascending,восходящий,40.0,средний,900.0,400.0,0.4444444444444444,140310.23450676666,140.31023450676665,7.5,7.487060973049519,7.474121946099038,-25.878053900962634,297411640673.7298,12740750773137.543,3,34749.58533414408,303.77527719417503
1400,0.2,ascending,восходящий,40.0,средний,900.0,500.0,0.5555555555555556,140373.4252895913,140.3734252895913,7.5,7.485205146782286,7.470410293564573,-29.5897064354275,297394105093.75574,12740905528215.105,2,34749.58533414408,303.9571233434658
1401,0.2,ascending,восходящий,40.0,средний,900.0,600.0,0.6666666666666666,140439.8073134974,140.4398073134974,7.5,7.483346808324982,7.466693616649965,-33.30638335003482,297375671422.79443,12741068241884.225,4,34749.58533414408,304.1481530299147
1402,0.2,ascending,восходящий,40.0,средний,900.0,700.0,0.7777777777777778,140504.62813209547,140.50462813209546,7.5,7.481484702954681,7.462969405909363,-37.030594090636754,297357658900.67834,12741227270517.145,5,34749.58533414408,304.3346899856071
1403,0.2,ascending,восходящий,40.0,средний,900.0,800.0,0.8888888888888888,140569.54643144683,140.56954643144684,7.5,7.479619257390194,7.459238514780386,-40.761485219613675,297339607017.49194,12741386678833.246,6,34749.58533414408,304.5215074648004
1404,0.2,ascending,восходящий,40.0,средний,900.0,900.0,1.0,140634.6037355321,140.6346037355321,7.5,7.477750468451882,7.455500936903762,-44.49906309623722,297321504150.18054,12741546569718.203,6,34749.58533414408,304.70872496238974
1405,0.2,ascending,восходящий,40.0,средний,1000.0,0.0,0.0,149380.3960384916,149.3803960384916,7.5,7.498025652117431,7.496051304234863,-3.9486957651380363,290462144689.11346,11166682364154.324,7,34749.58533414408,329.8767729228531
1406,0.2,ascending,восходящий,40.0,средний,1000.0,100.0,0.1,149457.75928514637,149.45775928514638,7.5,7.495944549878474,7.491889099756948,-8.110900243052036,290442607240.4243,11166836975521.074,6,34749.58533414408,330.0994036273949
1407,0.2,ascending,восходящий,40.0,средний,1000.0,200.0,0.2,149535.40411453875,149.53540411453875,7.5,7.493859318011684,7.487718636023367,-12.281363976632528,290422983767.7744,11166992302521.758,6,34749.58533414408,330.3228446516424
1408,0.2,ascending,восходящий,40.0,средний,1000.0,300.0,0.3,149613.18621304093,149.61318621304093,7.5,7.491769875161629,7.483539750323259,-16.460249676740553,290403310610.73505,11167148057884.549,6,34749.58533414408,330.5466806996247
1409,0.2,ascending,восходящий,40.0,средний,1000.0,400.0,0.4,149691.0147797412,149.6910147797412,7.5,7.489676174685406,7.479352349370811,-20.647650629188934,290383610669.49634,11167304060516.906,5,34749.58533414408,330.77065047063604
1410,0.2,ascending,восходящий,40.0,средний,1000.0,500.0,0.5,149769.11130303371,149.76911130303372,7.5,7.4875782818804,7.4751565637608,-24.843436239199267,290363827777.04114,11167460755503.732,5,34749.58533414408,330.995391348956
1411,0.2,ascending,восходящий,40.0,средний,1000.0,600.0,0.6,149847.24482656806,149.84724482656804,7.5,7.485476102354318,7.470952204708635,-29.047795291364437,290344020336.2104,11167617680548.27,3,34749.58533414408,331.2202387040627
1412,0.2,ascending,восходящий,40.0,средний,1000.0,700.0,0.7,149923.67986321007,149.92367986321008,7.5,7.483369158258362,7.466738316516724,-33.26168348327572,290324628774.37994,11167771345309.895,2,34749.58533414408,331.44019826877985
1413,0.2,ascending,восходящий,40.0,средний,1000.0,800.0,0.8,150004.26909618804,150.00426909618804,7.5,7.48125901574021,7.4625180314804185,-37.481968519581464,290304167534.39355,11167933523584.465,4,34749.58533414408,331.67211249798015
1414,0.2,ascending,восходящий,40.0,средний,1000.0,900.0,0.9,150082.83629745778,150.0828362974578,7.5,7.479143990344667,7.458287980689334,-41.71201931066633,290284204093.61707,11168091792917.512,5,34749.58533414408,331.89820786146214
1415,0.2,ascending,восходящий,40.0,средний,1000.0,1000.0,1.0,150161.5409274591,150.1615409274591,7.5,7.477024654176231,7.454049308352461,-45.95069164753879,290264190291.87305,11168250497878.637,6,34749.58533414408,332.1246987080277
1416,0.2,ascending,восходящий,40.0,средний,1100.0,0.0,0.0,158263.08840715213,158.26308840715214,7.5,7.502486717841184,7.504973435682367,4.973435682367825,284380940602.10767,9915746670477.857,7,34749.58533414408,355.4387826079949
1417,0.2,ascending,восходящий,40.0,средний,1100.0,100.0,0.09090909090909091,158736.15607457867,158.73615607457867,7.5,7.500361943091893,7.5007238861837875,0.7238861837866934,284270756650.77484,9916537629927.4,1,34749.58533414408,356.8001446584413
1418,0.2,ascending,восходящий,40.0,средний,1100.0,200.0,0.18181818181818182,158446.5331101486,158.4465331101486,7.5,7.497842223521018,7.495684447042038,-4.315552957962253,284338270986.12006,9916052854711.416,7,34749.58533414408,355.96668733328147
1419,0.2,ascending,восходящий,40.0,средний,1100.0,300.0,0.2727272727272727,158538.53190365745,158.53853190365746,7.5,7.49551212244287,7.49102424488574,-8.975755114260396,284316844626.66565,9916206661512.914,7,34749.58533414408,356.23143522199507
1420,0.2,ascending,восходящий,40.0,средний,1100.0,400.0,0.36363636363636365,158630.60172596286,158.63060172596286,7.5,7.493176710142665,7.48635342028533,-13.646579714670297,284295383477.52783,9916360756756.516,6,34749.58533414408,356.49638751256225
1421,0.2,ascending,восходящий,40.0,средний,1100.0,500.0,0.45454545454545453,158723.00242064,158.72300242064,7.5,7.490836078489801,7.481672156979601,-18.32784302039833,284273826833.25415,9916515576680.912,6,34749.58533414408,356.7622919652014
1422,0.2,ascending,восходящий,40.0,средний,1100.0,600.0,0.5454545454545454,158815.473381992,158.815473381992,7.5,7.488490098900628,7.476980197801255,-23.01980219874515,284252235354.8697,9916670685981.172,5,34749.58533414408,357.0283986265121
1423,0.2,ascending,восходящий,40.0,средний,1100.0,700.0,0.6363636363636364,158908.29153338194,158.90829153338194,7.5,7.486138853937324,7.472277707874648,-27.72229212535204,284230544239.67114,9916826550563.848,5,34749.58533414408,357.29550440776796
1424,0.2,ascending,восходящий,40.0,средний,1100.0,800.0,0.7272727272727273,159001.19072839516,159.00119072839516,7.5,7.483782226917503,7.4675644538350054,-32.43554616499408,284208815538.3996,9916982724938.785,3,34749.58533414408,357.56284341086666
1425,0.2,ascending,восходящий,40.0,средний,1100.0,900.0,0.8181818181818182,159094.58448904683,159.09458448904684,7.5,7.48142032135827,7.46284064271654,-37.15935728346035,284186952338.5882,9917139906143.193,3,34749.58533414408,357.83160564141883
1426,0.2,ascending,восходящий,40.0,средний,1100.0,1000.0,0.9090909090909091,159187.81727772352,159.18781727772352,7.5,7.479052925961805,7.458105851923612,-41.89414807638767,284165107980.7775,9917296992092.818,5,34749.58533414408,358.0999046377383
1427,0.2,ascending,восходящий,40.0,средний,1100.0,1100.0,1.0,159281.35144151875,159.28135144151875,7.5,7.4766801519971136,7.453360303994227,-46.63969600577277,284143174076.73413,9917454762427.691,5,34749.58533414408,358.369070910935
1428,0.2,ascending,восходящий,40.0,средний,1200.0,0.0,0.0,166744.61153297347,166.74461153297347,7.5,7.507830041680152,7.515660083360304,15.660083360304066,279044128702.30865,8899645418334.23,8,34749.58533414408,379.8463346529041
1429,0.2,ascending,восходящий,40.0,средний,1200.0,100.0,0.08333333333333333,166850.99357129805,166.85099357129806,7.5,7.505272968078301,7.510545936156602,10.54593615660173,279021192069.16174,8899795882886.107,7,34749.58533414408,380.1524736680941
1430,0.2,ascending,восходящий,40.0,средний,1200.0,200.0,0.16666666666666666,166957.8311562576,166.9578311562576,7.5,7.502709669809823,7.505419339619646,5.419339619645674,278998135714.3894,8899947174362.084,7,34749.58533414408,380.4599236244957
1431,0.2,ascending,восходящий,40.0,средний,1200.0,300.0,0.25,167503.11723224152,167.50311723224152,7.5,7.500371533756418,7.500743067512835,0.7430675128350813,278880122401.1337,8900722208256.844,1,34749.58533414408,382.0291109133239
1432,0.2,ascending,восходящий,40.0,средний,1200.0,400.0,0.3333333333333333,167172.2191759282,167.1722191759282,7.5,7.497563884108458,7.495127768216916,-4.87223178308402,278951804071.29614,8900251319917.61,7,34749.58533414408,381.07687492796913
1433,0.2,ascending,восходящий,40.0,средний,1200.0,500.0,0.4166666666666667,167279.7716129646,167.2797716129646,7.5,7.494981342107207,7.489962684214414,-10.037315785585761,278928528015.6544,8900404179852.668,7,34749.58533414408,381.38638203719694
1434,0.2,ascending,восходящий,40.0,средний,1200.0,600.0,0.5,167387.42439876852,167.38742439876853,7.5,7.4923922695802245,7.48478453916045,-15.215460839549905,278905208284.1369,8900557369234.191,6,34749.58533414408,381.69617792330257
1435,0.2,ascending,восходящий,40.0,средний,1200.0,700.0,0.5833333333333334,167495.49707888588,167.49549707888588,7.5,7.489796780943422,7.479593561886842,-20.406438113157883,278881775474.4872,8900711344412.74,6,34749.58533414408,382.0071821527865
1436,0.2,ascending,восходящий,40.0,средний,1200.0,800.0,0.6666666666666666,167603.8081304152,167.6038081304152,7.5,7.487194763416778,7.474389526833556,-25.610473166444425,278858268719.7669,8900865848774.053,6,34749.58533414408,382.31887235135383
1437,0.2,ascending,восходящий,40.0,средний,1200.0,900.0,0.75,167712.28538030005,167.71228538030005,7.5,7.4845861640315015,7.469172328063005,-30.827671936995117,278834703535.4901,8901020780715.201,5,34749.58533414408,382.6310408242774
1438,0.2,ascending,восходящий,40.0,средний,1200.0,1000.0,0.8333333333333334,167821.04909202704,167.82104909202704,7.5,7.481970999097845,7.463941998195688,-36.0580018043118,278811053632.3577,8901176313486.254,3,34749.58533414408,382.9440336576627
1439,0.2,ascending,восходящий,40.0,средний,1200.0,1100.0,0.9166666666666666,167930.25786675216,167.93025786675216,7.5,7.4793492810344215,7.458698562068843,-41.30143793115717,278787284272.4577,8901332676119.787,4,34749.58533414408,383.25830726316053
1440,0.2,ascending,восходящий,40.0,средний,1200.0,1200.0,1.0,168039.51650458635,168.03951650458635,7.5,7.476720862564477,7.453441725128954,-46.5582748710453,278763481292.8854,8901489304390.418,5,34749.58533414408,383.5727243613318
1441,0.2,ascending,восходящий,40.0,средний,1300.0,0.0,0.0,174859.27400877138,174.85927400877137,7.5,7.514048673943473,7.528097347886947,28.097347886946736,274309656047.7097,8059465304165.673,8,34749.58533414408,403.19815999921866
1442,0.2,ascending,восходящий,40.0,средний,1300.0,100.0,0.07692307692307693,174981.54457187018,174.9815445718702,7.5,7.511256672909627,7.522513345819252,22.513345819252457,274285063298.63184,8059613853754.304,8,34749.58533414408,403.55002193346365
1443,0.2,ascending,восходящий,40.0,средний,1300.0,200.0,0.15384615384615385,175104.11368581833,175.10411368581833,7.5,7.508457074020138,7.516914148040275,16.91414804027505,274260385359.127,8059762962564.379,8,34749.58533414408,403.9027430170955
1444,0.2,ascending,восходящий,40.0,средний,1300.0,300.0,0.23076923076923078,175226.98277767497,175.22698277767498,7.5,7.505649841797817,7.511299683595635,11.299683595634708,274235621729.4287,8059912634091.821,8,34749.58533414408,404.25632735680813
1445,0.2,ascending,восходящий,40.0,средний,1300.0,400.0,0.3076923076923077,175349.95641288886,175.34995641288887,7.5,7.5028348272971135,7.505669654594228,5.66965459422737,274210811645.09723,8060062631568.856,7,34749.58533414408,404.6102125443043
1446,0.2,ascending,восходящий,40.0,средний,1300.0,500.0,0.38461538461538464,175970.77481044535,175.97077481044536,7.5,7.500282808349444,7.5005656166988866,0.565616698886497,274085172020.15823,8060822921754.501,1,34749.58533414408,406.39676162564393
1447,0.2,ascending,восходящий,40.0,средний,1300.0,600.0,0.46153846153846156,175597.26933323697,175.59726933323697,7.5,7.49718191750549,7.49436383501098,-5.636164989019711,274160838947.42532,8060364895171.15,7,34749.58533414408,405.32191289402084
1448,0.2,ascending,восходящий,40.0,средний,1300.0,700.0,0.5384615384615384,175721.38053598453,175.72138053598454,7.5,7.4943438096951525,7.488687619390306,-11.312380609693912,274135721889.7961,8060516886900.635,7,34749.58533414408,405.679071696217
1449,0.2,ascending,восходящий,40.0,средний,1300.0,800.0,0.6153846153846154,175845.62992090508,175.84562992090508,7.5,7.491497809864217,7.4829956197284355,-17.004380271563775,274110550839.96533,8060669251899.706,6,34749.58533414408,406.03662814969914
1450,0.2,ascending,восходящий,40.0,средний,1300.0,900.0,0.6923076923076923,175970.4000733268,175.9704000733268,7.5,7.488644055640245,7.477288111280489,-22.71188871951054,274085248054.6688,8060822461291.469,6,34749.58533414408,406.39568323257845
1451,0.2,ascending,восходящий,40.0,средний,1300.0,1000.0,0.7692307692307693,176095.47315327034,176.09547315327035,7.5,7.485782405218431,7.4715648104368615,-28.435189563138362,274059857420.39914,8060976249966.859,6,34749.58533414408,406.7556100597359
1452,0.2,ascending,восходящий,40.0,средний,1300.0,1100.0,0.8461538461538461,176220.77019600215,176.22077019600215,7.5,7.482912793419772,7.4658255868395464,-34.174413160454,274034394769.9002,8061130522489.211,5,34749.58533414408,407.1161813918165
1453,0.2,ascending,восходящий,40.0,средний,1300.0,1200.0,0.9230769230769231,176346.47736134505,176.34647736134505,7.5,7.480035249875439,7.460070499750879,-39.92950024912163,274008822039.41245,8061285510003.503,3,34749.58533414408,407.4779329469332
1454,0.2,ascending,восходящий,40.0,средний,1300.0,1300.0,1.0,176472.64181634708,176.47264181634708,7.5,7.477149740268847,7.454299480537694,-45.70051946230581,273983129325.22543,8061441273195.683,4,34749.58533414408,407.84100045921826
1455,0.2,ascending,восходящий,40.0,средний,1400.0,0.0,0.0,182635.29695147768,182.63529695147767,7.5,7.521132519024751,7.542265038049503,42.26503804950204,270071129976.22153,7354238691903.968,8,34749.58533414408,425.5754714633235
1456,0.2,ascending,восходящий,40.0,средний,1400.0,100.0,0.07142857142857142,182773.92085289446,182.77392085289446,7.5,7.51810866439549,7.536217328790981,36.21732879098045,270044989167.9367,7354384959182.364,8,34749.58533414408,425.9743939255164
1457,0.2,ascending,восходящий,40.0,средний,1400.0,200.0,0.14285714285714285,182912.91197685845,182.91291197685845,7.5,7.515075875553291,7.5301517511065805,30.151751106580694,270018750166.64874,7354531823377.403,8,34749.58533414408,426.37437315585106
1458,0.2,ascending,восходящий,40.0,средний,1400.0,300.0,0.21428571428571427,183052.27222730155,183.05227222730156,7.5,7.51203410724901,7.524068214498022,24.06821449802158,269992412347.78192,7354679288534.358,8,34749.58533414408,426.7754146333336
1459,0.2,ascending,восходящий,40.0,средний,1400.0,400.0,0.2857142857142857,183192.00352331373,183.19200352331373,7.5,7.508983313884706,7.517966627769413,17.966627769412533,269965975081.0181,7354827358737.563,8,34749.58533414408,427.1775238805909
1460,0.2,ascending,восходящий,40.0,средний,1400.0,500.0,0.35714285714285715,183332.10779930616,183.33210779930616,7.5,7.505923449509943,7.511846899019885,11.846899019885292,269939437730.22632,7354976038110.885,8,34749.58533414408,427.5807064643404
1461,0.2,ascending,восходящий,40.0,средний,1400.0,600.0,0.42857142857142855,183472.3531705899,183.47235317058988,7.5,7.502854329781717,7.505708659563434,5.708659563434761,269912844018.52765,7355125082133.656,7,34749.58533414408,427.9842950825503
1462,0.2,ascending,восходящий,40.0,средний,1400.0,700.0,0.5,184171.8193453196,184.17181934531962,7.5,7.500087880149631,7.5001757602992605,0.1757602992603788,269779765349.49173,7355871654934.244,1,34749.58533414408,429.9971714032425
1463,0.2,ascending,восходящий,40.0,средний,1400.0,800.0,0.5714285714285714,183754.51886610646,183.75451886610645,7.5,7.496688882033055,7.493377764066111,-6.6222359338896135,269859248999.8953,7355425603271.094,7,34749.58533414408,428.79629238497364
1464,0.2,ascending,восходящий,40.0,средний,1400.0,900.0,0.6428571428571429,183896.1681307665,183.8961681307665,7.5,7.493592288621489,7.487184577242979,-12.815422757021478,269832298506.38303,7355576796813.584,7,34749.58533414408,429.2039210323315
1465,0.2,ascending,восходящий,40.0,средний,1400.0,1000.0,0.7142857142857143,184038.19756252228,184.03819756252227,7.5,7.490486385564765,7.4809727711295295,-19.027228870470303,269805245162.7514,7355728617949.458,7,34749.58533414408,429.612643698775
1466,0.2,ascending,восходящий,40.0,средний,1400.0,1100.0,0.7857142857142857,184180.47199129802,184.18047199129802,7.5,7.487371066814337,7.474742133628674,-25.257866371324976,269778114476.009,7355880924056.695,6,34749.58533414408,430.02207140102723
1467,0.2,ascending,восходящий,40.0,средний,1400.0,1200.0,0.8571428571428571,184323.31861061123,184.32331861061124,7.5,7.484246424858576,7.468492849717152,-31.507150282847977,269750843749.45096,7356034067730.221,6,34749.58533414408,430.43314571440277
