shoe_depth_m,distance_from_heel_m,pressure_mpa,q_std_th_m3_day
450.0,400.84033613445376,7.511569957393923,142.45033832524499
450.0,408.4033613445378,7.511788258476828,142.45033832524499
450.0,415.96638655462186,7.512006559559731,142.45033832524499
450.0,423.52941176470586,7.512224860642635,142.45033832524499
450.0,431.0924369747899,7.51244316172554,142.45033832524499
450.0,438.65546218487395,7.5126614628084445,142.45033832524499
450.0,446.21848739495795,7.512879763891348,142.45033832524499
450.0,453.781512605042,7.5132583493255325,142.45033832524499
450.0,461.34453781512605,7.513797219110996,142.45033832524499
450.0,468.9075630252101,7.514336088896461,142.45033832524499
450.0,476.4705882352941,7.514874958681924,142.45033832524499
450.0,484.03361344537814,7.515413828467389,142.45033832524499
450.0,491.5966386554622,7.515952698252853,142.45033832524499
450.0,499.1596638655462,7.516491568038317,142.45033832524499
450.0,506.7226890756302,7.517030437823781,142.45033832524499
450.0,514.2857142857142,7.517569307609246,142.45033832524499
450.0,521.8487394957983,7.518108177394709,142.45033832524499
450.0,529.4117647058823,7.518647047180173,142.45033832524499
450.0,536.9747899159664,7.519185916965637,142.45033832524499
450.0,544.5378151260504,7.519724786751102,142.45033832524499
450.0,552.1008403361344,7.520263656536566,142.45033832524499
450.0,559.6638655462185,7.520802526322029,142.45033832524499
450.0,567.2268907563025,7.521341396107494,142.45033832524499
450.0,574.7899159663865,7.521880265892959,142.45033832524499
450.0,582.3529411764706,7.522419135678422,142.45033832524499
450.0,589.9159663865546,7.522958005463886,142.45033832524499
450.0,597.4789915966386,7.52349687524935,142.45033832524499
450.0,605.0420168067227,7.524035745034815,142.45033832524499
450.0,612.6050420168067,7.524574614820279,142.45033832524499
450.0,620.1680672268907,7.525113484605742,142.45033832524499
450.0,627.7310924369748,7.525652354391207,142.45033832524499
450.0,635.2941176470588,7.526191224176671,142.45033832524499
450.0,642.8571428571429,7.526730093962135,142.45033832524499
450.0,650.4201680672269,7.527268963747599,142.45033832524499
450.0,657.9831932773109,7.527807833533063,142.45033832524499
450.0,665.546218487395,7.528346703318527,142.45033832524499
450.0,673.109243697479,7.528885573103992,142.45033832524499
450.0,680.672268907563,7.5294244428894554,142.45033832524499
450.0,688.2352941176471,7.529963312674919,142.45033832524499
450.0,695.7983193277311,7.530502182460384,142.45033832524499
450.0,703.3613445378151,7.531041052245848,142.45033832524499
450.0,710.9243697478992,7.5315799220313115,142.45033832524499
450.0,718.4873949579832,7.532118791816775,142.45033832524499
450.0,726.0504201680671,7.53265766160224,142.45033832524499
450.0,733.6134453781513,7.533196531387705,142.45033832524499
450.0,741.1764705882352,7.533735401173168,142.45033832524499
450.0,748.7394957983194,7.534274270958632,142.45033832524499
450.0,756.3025210084033,7.534813140744097,142.45033832524499
450.0,763.8655462184873,7.53535201052956,142.45033832524499
450.0,771.4285714285714,7.535890880315025,142.45033832524499
450.0,778.9915966386554,7.536429750100488,142.45033832524499
450.0,786.5546218487394,7.536968619885953,142.45033832524499
450.0,794.1176470588235,7.537507489671417,142.45033832524499
450.0,801.6806722689075,7.538046359456881,142.45033832524499
450.0,809.2436974789915,7.538585229242345,142.45033832524499
450.0,816.8067226890756,7.539124099027808,142.45033832524499
450.0,824.3697478991596,7.539662968813273,142.45033832524499
450.0,831.9327731092437,7.540201838598738,142.45033832524499
450.0,839.4957983193277,7.5407407083842015,142.45033832524499
450.0,847.0588235294117,7.541279578169665,142.45033832524499
450.0,854.6218487394958,7.54181844795513,142.45033832524499
450.0,862.1848739495798,7.542357317740594,142.45033832524499
450.0,869.7478991596638,7.542896187526058,142.45033832524499
450.0,877.3109243697479,7.543435057311521,142.45033832524499
450.0,884.8739495798319,7.543973927096986,142.45033832524499
450.0,892.4369747899159,7.544512796882451,142.45033832524499
450.0,900.0,7.545051666667914,142.45033832524499
900.0,0.0,7.5,142.74801127973694
900.0,7.563025210084033,7.500219192373521,142.74801127973694
900.0,15.126050420168067,7.500438384747041,142.74801127973694
900.0,22.6890756302521,7.500657577120562,142.74801127973694
900.0,30.252100840336134,7.500876769494082,142.74801127973694
900.0,37.81512605042017,7.501095961867603,142.74801127973694
900.0,45.3781512605042,7.501315154241123,142.74801127973694
900.0,52.94117647058823,7.501534346614644,142.74801127973694
900.0,60.50420168067227,7.501753538988164,142.74801127973694
900.0,68.0672268907563,7.501972731361685,142.74801127973694
900.0,75.63025210084034,7.5021919237352055,142.74801127973694
900.0,83.19327731092437,7.502411116108726,142.74801127973694
900.0,90.7563025210084,7.502630308482247,142.74801127973694
900.0,98.31932773109243,7.502849500855767,142.74801127973694
900.0,105.88235294117646,7.503068693229288,142.74801127973694
900.0,113.4453781512605,7.503287885602808,142.74801127973694
900.0,121.00840336134453,7.503507077976329,142.74801127973694
900.0,128.57142857142856,7.503726270349849,142.74801127973694
900.0,136.1344537815126,7.50394546272337,142.74801127973694
900.0,143.69747899159663,7.504164655096891,142.74801127973694
900.0,151.26050420168067,7.504383847470411,142.74801127973694
900.0,158.8235294117647,7.504603039843932,142.74801127973694
900.0,166.38655462184875,7.504822232217452,142.74801127973694
900.0,173.94957983193277,7.5050414245909725,142.74801127973694
900.0,181.5126050420168,7.505260616964493,142.74801127973694
900.0,189.07563025210084,7.505479809338014,142.74801127973694
900.0,196.63865546218486,7.505699001711534,142.74801127973694
900.0,204.2016806722689,7.505918194085055,142.74801127973694
900.0,211.76470588235293,7.506137386458576,142.74801127973694
900.0,219.32773109243698,7.506356578832096,142.74801127973694
900.0,226.890756302521,7.5065757712056165,142.74801127973694
900.0,234.45378151260505,7.506794963579137,142.74801127973694
900.0,242.01680672268907,7.507014155952658,142.74801127973694
900.0,249.5798319327731,7.507233348326178,142.74801127973694
900.0,257.1428571428571,7.507452540699699,142.74801127973694
900.0,264.70588235294116,7.507671733073219,142.74801127973694
900.0,272.2689075630252,7.507890925446739,142.74801127973694
900.0,279.83193277310926,7.5081101178202605,142.74801127973694
900.0,287.39495798319325,7.508329310193781,142.74801127973694
900.0,294.9579831932773,7.508548502567302,142.74801127973694
900.0,302.52100840336135,7.508767694940822,142.74801127973694
900.0,310.08403361344534,7.508986887314343,142.74801127973694
900.0,317.6470588235294,7.509206079687863,142.74801127973694
900.0,325.21008403361344,7.509425272061383,142.74801127973694
900.0,332.7731092436975,7.509644464434904,142.74801127973694
900.0,340.3361344537815,7.509863656808425,142.74801127973694
900.0,347.89915966386553,7.510082849181946,142.74801127973694
900.0,355.4621848739496,7.510302041555466,142.74801127973694
900.0,363.0252100840336,7.510521233928987,142.74801127973694
900.0,370.5882352941176,7.510740426302507,142.74801127973694
900.0,378.1512605042017,7.5109596186760275,142.74801127973694
900.0,385.7142857142857,7.511178811049548,142.74801127973694
900.0,393.2773109243697,7.511398003423069,142.74801127973694
900.0,400.84033613445376,7.511617195796589,142.74801127973694
900.0,408.4033613445378,7.51183638817011,142.74801127973694
900.0,415.96638655462186,7.512055580543631,142.74801127973694
900.0,423.52941176470586,7.51227477291715,142.74801127973694
900.0,431.0924369747899,7.5124939652906715,142.74801127973694
900.0,438.65546218487395,7.512713157664192,142.74801127973694
900.0,446.21848739495795,7.512932350037713,142.74801127973694
